Constituency Number,Constituency Name,Serial Number,Candidate Name,Party,EVM Votes,Postal Votes,Total Votes,Vote Percentage
32,BENIPATTI,5,ANKIT KUMAR JHA,Aam Janta Pragati Party,434,1,435,0.25
32,BENIPATTI,6,ABADH KISHOR JHA,Janshakti Janta Dal,810,1,811,0.46
32,BENIPATTI,7,PARVEZ ALAM,Jan Suraaj Party,4190,30,4220,2.41
32,BENIPATTI,8,BECHAN RAM,All India Forward Bloc,480,2,482,0.28
32,BENIPATTI,9,LALITA DEVI,Peoples Party of India (Democratic),1273,1,1274,0.73
32,BENIPATTI,10,DR. B JHA MRINAL,Independent,10576,67,10643,6.07
32,BENIPATTI,11,PANKAJ KUMAR RAM,Independent,1963,1,1964,1.12
32,BENIPATTI,12,NOTA,None of the Above,2108,5,2113,1.21
33,KHAJAULI,1,ARUN SHANKAR PRASAD,Bharatiya Janata Party,100866,285,101151,49.36
33,KHAJAULI,2,BRAJ KISHOR YADAV,Rashtriya Janata Dal,87484,541,88025,42.95
33,KHAJAULI,3,MD SABIR,Bahujan Samaj Party,1033,0,1033,0.5
33,KHAJAULI,4,RATNESHWAR JHA,Aadarsh Mithila Party,528,4,532,0.26
33,KHAJAULI,5,RUPAM KUMARI,Jan Suraaj Party,4584,53,4637,2.26
33,KHAJAULI,6,RAKESH KUMAR RAUSHAN,Independent,2651,19,2670,1.3
33,KHAJAULI,7,RAJDEV DAS,Independent,865,1,866,0.42
33,KHAJAULI,8,RAM BABU YADAV,Independent,2507,1,2508,1.22
33,KHAJAULI,9,NOTA,None of the Above,3517,5,3522,1.72
34,BABUBARHI,1,ARUN KUMAR SINGH,Rashtriya Janata Dal,79974,679,80653,39.09
34,BABUBARHI,2,MINA KUMARI,Janata Dal (United),97947,274,98221,47.61
34,BABUBARHI,3,ALOK KUMAR YADAV,Jan Suraaj Party,7688,52,7740,3.75
34,BABUBARHI,4,KAMLESH KUMAR JHA,The Plurals Party,552,0,552,0.27
34,BABUBARHI,5,JITENDRA KUMAR SINGH,Janshakti Vikas Party (Democratic),562,1,563,0.27
34,BABUBARHI,6,DAYANAND KUMAR,Right to Recall Party,460,1,461,0.22
34,BABUBARHI,7,NAVIN KUMAR THAKUR,Jagrook Janta Party,893,2,895,0.43
34,BABUBARHI,8,MAHAVIR MANDAL,Samata Party,1557,2,1559,0.76
34,BABUBARHI,9,SHANTI DEVI,Janshakti Janta Dal,2551,5,2556,1.24
34,BABUBARHI,10,AMIR KUMAR MAHTO,Independent,2327,0,2327,1.13
34,BABUBARHI,11,UMESH KUMAR YADAV,Independent,5546,1,5547,2.69
34,BABUBARHI,12,NOTA,None of the Above,5245,3,5248,2.54
35,BISFI,1,ARVIND KUMAR MISHRA,Aam Aadmi Party,1329,2,1331,0.64
35,BISFI,2,ASIF AHMAD,Rashtriya Janata Dal,100417,354,100771,48.62
35,BISFI,3,HARIBHUSHAN THAKUR,Bharatiya Janata Party,92446,218,92664,44.71
35,BISFI,4,BRIJMOHAN THAKUR,Jagrook Janta Party,1144,2,1146,0.55
35,BISFI,5,SANJAY KUMAR MISHRA,Jan Suraaj Party,3101,23,3124,1.51
35,BISFI,6,SONU KUMAR,Janshakti Janta Dal,697,0,697,0.34
35,BISFI,7,MD MOHIUDDIN,Independent,3772,0,3772,1.82
35,BISFI,8,SOGARATH CHOUPAL,Independent,2149,0,2149,1.04
35,BISFI,9,NOTA,None of the Above,1593,3,1596,0.77
36,MADHUBANI,1,SAMIR KUMAR MAHASETH,Rashtriya Janata Dal,76975,429,77404,36.65
36,MADHUBANI,2,ANIL KUMAR MISHRA,Jan Suraaj Party,8379,74,8453,4.0
36,MADHUBANI,3,GANESH PURBEY,Rashtriya Jansambhavna Party,1849,3,1852,0.88
36,MADHUBANI,4,MADHAW ANAND,Rashtriya Lok Morcha,97743,213,97956,46.38
36,MADHUBANI,5,RASHID KHALIL,All India Majlis-E-Ittehadul Muslimeen,12938,33,12971,6.14
36,MADHUBANI,6,RAJIV KUMAR JHA,Right to Recall Party,1506,1,1507,0.71
36,MADHUBANI,7,RAM SAGAR SHARMA,Jagrook Janta Party,4758,2,4760,2.25
36,MADHUBANI,8,SUNENDRA KANT KARI,Samata Party,1362,1,1363,0.65
36,MADHUBANI,9,MIHIR KUMAR JHA ALIAS MAHADEO JHA,Independent,1405,9,1414,0.67
36,MADHUBANI,10,NOTA,None of the Above,3527,1,3528,1.67
37,RAJNAGAR,1,BISHNU DEO MOCHI,Rashtriya Janata Dal,65778,399,66177,34.68
37,RAJNAGAR,2,SIYARAM SADAY,Bahujan Samaj Party,1392,2,1394,0.73
37,RAJNAGAR,3,SUJEET KUMAR,Bharatiya Janata Party,107983,379,108362,56.79
37,RAJNAGAR,4,MAHESHWAR PASWAN,Bhartiya Chetna Party,1838,0,1838,0.96
37,RAJNAGAR,5,RAKESH KUMAR,Apni Janta Party,902,1,903,0.47
37,RAJNAGAR,6,RAMPARI DEVI,Aam Janta Pragati Party,3568,0,3568,1.87
37,RAJNAGAR,7,SURENDRA KUMAR DAS,Jan Suraaj Party,5604,65,5669,2.97
37,RAJNAGAR,8,NOTA,None of the Above,2886,3,2889,1.51
38,JHANJHARPUR,1,DEO KANT JHA,Aam Aadmi Party,2345,2,2347,1.22
38,JHANJHARPUR,2,NITISH MISHRA,Bharatiya Janata Party,107671,287,107958,55.89
38,JHANJHARPUR,3,BIRENDRA KUMAR SINGH,Bahujan Samaj Party,1604,11,1615,0.84
38,JHANJHARPUR,4,KESHAVCHANDRA BHANDARI,Jan Suraaj Party,11493,70,11563,5.99
38,JHANJHARPUR,5,NUTAN DAVE,Aam Janta Pragati Party,559,1,560,0.29
38,JHANJHARPUR,6,RAM NARAYAN YADAV,Communist Party of India,52914,195,53109,27.5
38,JHANJHARPUR,7,RAMNARAYAN SAHU,Vanchit Adhikar Party,1262,3,1265,0.65
38,JHANJHARPUR,8,VIJAY KUMAR MANDAL,Socialist Unity Centre Of India (COMMUNIST),748,0,748,0.39
38,JHANJHARPUR,9,ABDUL IRFAN,Independent,1992,0,1992,1.03
38,JHANJHARPUR,10,UMAR AFTAB AFSAR,Independent,1025,4,1029,0.53
38,JHANJHARPUR,11,OM PRAKASH PODDAR,Independent,1670,0,1670,0.86
38,JHANJHARPUR,12,KRISHNA NARAYAN JHA,Independent,1674,1,1675,0.87
38,JHANJHARPUR,13,KRISHNA KUMAR SAHU,Independent,4513,0,4513,2.34
38,JHANJHARPUR,14,NOTA,None of the Above,3110,2,3112,1.61
39,PHULPARAS,1,GAURI SHANKAR YADAV,Aam Aadmi Party,3630,5,3635,1.77
39,PHULPARAS,2,VIJAY KUMAR,Bahujan Samaj Party,1882,14,1896,0.92
39,PHULPARAS,3,SHEELA KUMARI,Janata Dal (United),93376,301,93677,45.65
39,PHULPARAS,4,SUBODH MANDAL,Indian National Congress,79049,529,79578,38.78
39,PHULPARAS,5,KRISHNA MOHAN,Ekta Dal United,2422,1,2423,1.18
39,PHULPARAS,6,JALENDRA MISHRA,Jan Suraaj Party,6213,61,6274,3.06
39,PHULPARAS,7,SWAMI SURESHANAND,Rashtriya Jansambhavna Party,1379,2,1381,0.67
39,PHULPARAS,8,BAIJU SAFI,Independent,2871,1,2872,1.4
39,PHULPARAS,9,RAM KUMAR YADAV,Independent,5551,2,5553,2.71
39,PHULPARAS,10,VIJAY KUMAR CHAUDHARI,Independent,3718,10,3728,1.82
39,PHULPARAS,11,NOTA,None of the Above,4198,8,4206,2.05
40,LAUKAHA,1,BADRI MUKHIYA,Bahujan Samaj Party,2094,3,2097,0.91
40,LAUKAHA,2,BHARAT BHUSHAN MANDAL,Rashtriya Janata Dal,85586,664,86250,37.37
40,LAUKAHA,3,SATISH KUMAR SAH,Janata Dal (United),111415,346,111761,48.43
40,LAUKAHA,4,KAPILESHWAR YADAV,Peoples Party of India (Democratic),1287,1,1288,0.56
40,LAUKAHA,5,GURUDEO SINGH,Janshakti Vikas Party (Democratic),822,0,822,0.36
40,LAUKAHA,6,RASLAL MANDAL,Samata Party,1142,1,1143,0.5
40,LAUKAHA,7,RENU YADAV,Jan Suraaj Party,4541,38,4579,1.98
40,LAUKAHA,8,SHASHI KUMAR BHARTI,Suheldev Bharatiya Samaj Party,1880,2,1882,0.82
40,LAUKAHA,9,ARUN KUMAR SINGH,Independent,789,0,789,0.34
40,LAUKAHA,10,INDRADEV JEE,Independent,1112,0,1112,0.48
40,LAUKAHA,11,NIRMAL KUMAR JHA,Independent,1896,3,1899,0.82
40,LAUKAHA,12,RAM LAKHAN YADAV,Independent,7623,29,7652,3.32
40,LAUKAHA,13,SOMAN PANDIT,Independent,3751,3,3754,1.63
40,LAUKAHA,14,NOTA,None of the Above,5751,4,5755,2.49
41,NIRMALI,1,ANIRUDDHA PRASAD YADAV,Janata Dal (United),118513,391,118904,53.28
41,NIRMALI,2,CHANDAN KUMAR,Aam Aadmi Party,2505,5,2510,1.12
41,NIRMALI,3,PRABHU RAM,Bahujan Samaj Party,1339,5,1344,0.6
41,NIRMALI,4,BAIDYANATH MEHTA,Rashtriya Janata Dal,81001,593,81594,36.56
41,NIRMALI,5,GUNSAGAR SAHU,"Proutist Bloc, India",1675,6,1681,0.75
41,NIRMALI,6,RAM PRAVESH KUMAR YADAV,Jan Suraaj Party,6796,81,6877,3.08
41,NIRMALI,7,RAMDEV SUTIHAR,Jagrook Janta Party,1027,0,1027,0.46
41,NIRMALI,8,SIYA RAM MANDAL,Independent,2983,9,2992,1.34
41,NIRMALI,9,NOTA,None of the Above,6235,5,6240,2.8
42,PIPRA,1,ANIL KUMAR,Communist Party of India (Marxist-Leninist) (Liberation),68790,475,69265,31.06
42,PIPRA,2,KALIM,Bahujan Samaj Party,2035,13,2048,0.92
42,PIPRA,3,RAMBILASH KAMAT,Janata Dal (United),106641,400,107041,48.0
42,PIPRA,4,ANJU KUMARI,Rashtriya Jansambhavna Party,2224,5,2229,1.0
42,PIPRA,5,AMARENDRA KUMAR BHASKAR,"Proutist Bloc, India",1925,2,1927,0.86
42,PIPRA,6,INDRADEV SAH,Jan Suraaj Party,5429,90,5519,2.47
42,PIPRA,7,CHANDRA KISHOR YADAV,Jai Hind Party,1589,0,1589,0.71
42,PIPRA,8,TRIBHUWAN KUMAR,Samata Party,1245,1,1246,0.56
42,PIPRA,9,DUKHI LAL YADAV,Socialist Party (India),1252,0,1252,0.56
42,PIPRA,10,RAMDEV YADAV,Socialist Unity Centre Of India (COMMUNIST),2455,5,2460,1.1
42,PIPRA,11,NANDAN KUMAR,Independent,1965,1,1966,0.88
42,PIPRA,12,LAXMI KANT BHARTI,Independent,11920,94,12014,5.39
42,PIPRA,13,HEMA BHARTI,Independent,3761,11,3772,1.69
42,PIPRA,14,NOTA,None of the Above,10685,6,10691,4.79
43,SUPAUL,1,BIJENDRA PRASAD YADAV,Janata Dal (United),108562,523,109085,52.16
43,SUPAUL,2,BRAJ BHUSHAN NAVIN,Aam Aadmi Party,1971,4,1975,0.94
43,SUPAUL,3,MINNATULLAH RAHMANI,Indian National Congress,77747,535,78282,37.43
43,SUPAUL,4,SUSHIL KUMAR,Bahujan Samaj Party,1685,8,1693,0.81
43,SUPAUL,5,ANIL KUMAR SINGH,Jan Suraaj Party,5029,110,5139,2.46
43,SUPAUL,6,GUNJA KUMARI,"Proutist Bloc, India",1152,2,1154,0.55
43,SUPAUL,7,VINDESHWARI PRASAD,Proutist Sarva Samaj,1402,2,1404,0.67
43,SUPAUL,8,SATYANARAYAN SHARMA,Jagrook Janta Party,2320,1,2321,1.11
43,SUPAUL,9,SHAMBHU BABU,Independent,2856,17,2873,1.37
43,SUPAUL,10,NOTA,None of the Above,5214,7,5221,2.5
44,TRIVENIGANJ,1,SANJAY RAM,Bahujan Samaj Party,3957,8,3965,1.79
44,TRIVENIGANJ,2,SANTOSH KUMAR,Rashtriya Janata Dal,98975,604,99579,44.92
44,TRIVENIGANJ,3,SONAM RANI,Janata Dal (United),104912,350,105262,47.48
44,TRIVENIGANJ,4,JITENDRA RAM,Rashtriya Jansambhavna Party,4244,2,4246,1.92
44,TRIVENIGANJ,5,PRADEEP RAM,Jan Suraaj Party,4455,35,4490,2.03
44,TRIVENIGANJ,6,NOTA,None of the Above,4145,8,4153,1.87
45,CHHATAPUR,1,NIRAJ KUMAR SINGH,Bharatiya Janata Party,122145,346,122491,49.18
45,CHHATAPUR,2,VINOD KUMAR,Aam Aadmi Party,1903,5,1908,0.77
45,CHHATAPUR,3,DR. VIPIN KUMAR SINGH,Rashtriya Janata Dal,105732,581,106313,42.69
45,CHHATAPUR,4,SIKANDRA KUMAR MANDAL,Bahujan Samaj Party,1239,8,1247,0.5
45,CHHATAPUR,5,ABHAY KUMAR SINGH,Jan Suraaj Party,2216,20,2236,0.9
45,CHHATAPUR,6,KALIM MIYAN,Janta Dal Rashtravadi,567,1,568,0.23
45,CHHATAPUR,7,DAYANAND MISHRA,Country Citizen Party,381,0,381,0.15
45,CHHATAPUR,8,MD. FARAN,Apna Adhikar Party,290,1,291,0.12
45,CHHATAPUR,9,BIPIN KUMAR YADAV,"Proutist Bloc, India",639,5,644,0.26
45,CHHATAPUR,10,DEEPAK KUMAR,Independent,3967,26,3993,1.6
45,CHHATAPUR,11,MANOJ KUMAR PASWAN,Independent,892,1,893,0.36
45,CHHATAPUR,12,RAMESH KUMAR MEHTA,Independent,2210,2,2212,0.89
45,CHHATAPUR,13,SADANAND SADA,Independent,1115,0,1115,0.45
45,CHHATAPUR,14,NOTA,None of the Above,4763,4,4767,1.91
46,NARPATGANJ,1,DEVANTI YADAV,Bharatiya Janata Party,120366,191,120557,49.89
46,NARPATGANJ,2,MANISH YADAV,Rashtriya Janata Dal,94992,212,95204,39.4
46,NARPATGANJ,3,AANANT KUMAR ROY,Rashtriya Jansambhavna Party,1694,2,1696,0.7
46,NARPATGANJ,4,CHANDRESH KUMAR,Bhartiya Lok Chetna Party,290,0,290,0.12
46,NARPATGANJ,5,JANARDAN YADAV,Jan Suraaj Party,1665,23,1688,0.7
46,NARPATGANJ,6,PAPPU KUMAR SINGH,Rashtrawadi Janlok Party (Satya),281,0,281,0.12
46,NARPATGANJ,7,MOHAMMAD ASLAM BEG,Apna Adhikar Party,235,2,237,0.1
46,NARPATGANJ,8,LALIT KUMAR SAH,Prism,244,0,244,0.1
46,NARPATGANJ,9,SHOAB ALAM,The National Road Map Party of India,278,0,278,0.12
46,NARPATGANJ,10,AKHILESH KUMAR,Independent,1191,5,1196,0.49
46,NARPATGANJ,11,ANIL KUMAR YADAV,Independent,10585,84,10669,4.42
46,NARPATGANJ,12,ALOK KUMAR,Independent,628,2,630,0.26
46,NARPATGANJ,13,JITENDRA YADAV,Independent,949,1,950,0.39
46,NARPATGANJ,14,BECHAN RAM,Independent,1170,0,1170,0.48
46,NARPATGANJ,15,SHRAVAN KUMAR DAS,Independent,3757,4,3761,1.56
46,NARPATGANJ,16,NOTA,None of the Above,2796,0,2796,1.16
47,RANIGANJ,1,ACHMIT RISHIDEV,Janata Dal (United),102923,137,103060,44.74
47,RANIGANJ,2,AVINASH MANGLAM,Rashtriya Janata Dal,111308,282,111590,48.44
47,RANIGANJ,3,KRITYANAND RAM,Jan Suraaj Party,3173,10,3183,1.38
47,RANIGANJ,4,BIDYANAND RAM,Aapki Apni Adhikar Party,1005,0,1005,0.44
47,RANIGANJ,5,AMAN RAJ,Independent,3105,21,3126,1.36
47,RANIGANJ,6,SHEKHA DEVI,Independent,1117,3,1120,0.49
47,RANIGANJ,7,HIRANAND PASWAN,Independent,2145,1,2146,0.93
47,RANIGANJ,8,NOTA,None of the Above,5115,3,5118,2.22
48,FORBESGANJ,1,MANOJ BISHWAS,Indian National Congress,119798,316,120114,47.77
48,FORBESGANJ,2,VIDYA SAGAR KESHARI,Bharatiya Janata Party,119618,275,119893,47.68
48,FORBESGANJ,3,FATMA KHATUN,Rashtriya Jansambhavna Party,2149,2,2151,0.86
48,FORBESGANJ,4,MOHAMMAD EKRAMUL HAQUE,Jan Suraaj Party,970,7,977,0.39
48,FORBESGANJ,5,ABHA RANI,Independent,385,1,386,0.15
48,FORBESGANJ,6,GIRANAND KUMAR,Independent,211,0,211,0.08
48,FORBESGANJ,7,NAJIA IKBAL,Independent,191,0,191,0.08
48,FORBESGANJ,8,PRADEEP PRIY MEHTA,Independent,181,0,181,0.07
48,FORBESGANJ,9,MANOJ SADA,Independent,231,0,231,0.09
48,FORBESGANJ,10,RAJA RAMAN BHASKAR,Independent,1743,16,1759,0.7
48,FORBESGANJ,11,RAJESH KUMAR GUPTA,Independent,279,0,279,0.11
48,FORBESGANJ,12,SUBHAN ANSARI,Independent,627,0,627,0.25
48,FORBESGANJ,13,SUBHASH CHANDRA AGRAWAL,Independent,1325,0,1325,0.53
48,FORBESGANJ,14,NOTA,None of the Above,3111,3,3114,1.24
49,ARARIA,1,ABIDUR RAHMAN,Indian National Congress,91194,335,91529,37.81
49,ARARIA,2,CHANDRA BHUSHAN,Aam Aadmi Party,2220,4,2224,0.92
49,ARARIA,3,SHAGUFTA AZIM,Janata Dal (United),78484,304,78788,32.55
49,ARARIA,4,MD. ASIF ALAM,Rashtriya Jansambhavna Party,1161,2,1163,0.48
49,ARARIA,5,FARHAT ARA BEGUM,Jan Suraaj Party,2417,17,2434,1.01
49,ARARIA,6,MD. MANZOOR ALAM,All India Majlis-E-Ittehadul Muslimeen,53379,42,53421,22.07
49,ARARIA,7,MD. RASHID ANWER,Rashtriya Ulama Council,2344,7,2351,0.97
49,ARARIA,8,A. GAFOOR,Independent,804,0,804,0.33
49,ARARIA,9,VISHAL KUMAR ROY,Independent,1675,1,1676,0.69
49,ARARIA,10,SHIVDEEP W LANDE,Independent,4002,83,4085,1.69
49,ARARIA,11,NOTA,None of the Above,3604,6,3610,1.49
50,JOKIHAT,1,MANZAR ALAM,Janata Dal (United),54810,124,54934,25.27
50,JOKIHAT,2,ROZI BANO,Bahujan Samaj Party,1450,0,1450,0.67
50,JOKIHAT,3,SHAHNAWAZ,Rashtriya Janata Dal,29514,145,29659,13.64
50,JOKIHAT,4,MD  ISMAIL,Bharatiya Momin Front,4137,0,4137,1.9
50,JOKIHAT,5,MUSARRAT,Rashtriya Jansambhavna Party,2609,0,2609,1.2
50,JOKIHAT,6,MOHAMMAD MURSHID ALAM,All India Majlis-E-Ittehadul Muslimeen,83634,103,83737,38.52
50,JOKIHAT,7,SARAFARAJ ALAM,Jan Suraaj Party,35099,255,35354,16.26
50,JOKIHAT,8,SANJAY KUMAR THAKUR,Independent,1500,2,1502,0.69
50,JOKIHAT,9,NOTA,None of the Above,4003,0,4003,1.84
51,SIKTI,1,DINESH KUMAR ARYA,Aam Aadmi Party,2208,2,2210,1.0
51,SIKTI,2,BHOLA PRASAD SINGH,Bahujan Samaj Party,3350,7,3357,1.52
51,SIKTI,3,VIJAY KUMAR MANDAL,Bharatiya Janata Party,111182,160,111342,50.56
51,SIKTI,4,JAYNARAYAN SADA,Prism,2201,3,2204,1.0
51,SIKTI,5,MD RAGHIB,Jan Suraaj Party,3772,17,3789,1.72
51,SIKTI,6,MD SABIR ALAM,Peace Party,2211,0,2211,1.0
51,SIKTI,7,HARI NARAYAN PRAMANIK,Vikassheel Insaan Party,91808,212,92020,41.78
51,SIKTI,8,SHAMSUL,Independent,1078,0,1078,0.49
51,SIKTI,9,NOTA,None of the Above,2017,1,2018,0.92
52,BAHADURGANJ,1,MD MASOOM RAZA,Aam Aadmi Party,1240,0,1240,0.57
52,BAHADURGANJ,2,MOHAMMAD KALIMUDDIN,Lok Janshakti Party (Ram Vilas),57087,108,57195,26.34
52,BAHADURGANJ,3,MOHAMMED MASAWAR ALAM,Indian National Congress,58072,517,58589,26.98
52,BAHADURGANJ,4,AHMAD HUSSIAN,The Plurals Party,1743,1,1744,0.8
52,BAHADURGANJ,5,MD TAUSEEF ALAM,All India Majlis-E-Ittehadul Muslimeen,87136,179,87315,40.21
52,BAHADURGANJ,6,BARUN KUMAR SINGH,Jan Suraaj Party,3171,22,3193,1.47
52,BAHADURGANJ,7,TARIQUL AMIN,Independent,1130,0,1130,0.52
52,BAHADURGANJ,8,MOHAMMAD KAUSAR PERWEZ,Independent,1195,0,1195,0.55
52,BAHADURGANJ,9,ROHIT KUMAR JHA,Independent,1666,1,1667,0.77
52,BAHADURGANJ,10,NOTA,None of the Above,3881,6,3887,1.79
53,THAKURGANJ,1,KARAN LAL GANESH,Bahujan Samaj Party,1696,10,1706,0.69
53,THAKURGANJ,2,GOPAL KUMAR AGARWAL,Janata Dal (United),84958,285,85243,34.71
53,THAKURGANJ,3,SAUD ALAM,Rashtriya Janata Dal,59734,302,60036,24.45
53,THAKURGANJ,4,MD EKRAMUL HAQUE,Jan Suraaj Party,6781,25,6806,2.77
53,THAKURGANJ,5,GHULAM HASNAIN,All India Majlis-E-Ittehadul Muslimeen,76319,102,76421,31.12
53,THAKURGANJ,6,MD FAIZAN AHMAD,Independent,1722,1,1723,0.7
53,THAKURGANJ,7,BASUDEV SINGH,Independent,3804,10,3814,1.55
53,THAKURGANJ,8,MUSHTAQUE,Independent,1419,0,1419,0.58
53,THAKURGANJ,9,MOHAMMAD MUKTAR,Independent,2246,0,2246,0.91
53,THAKURGANJ,10,SUJEET KUMAR PURVEY,Independent,2543,1,2544,1.04
53,THAKURGANJ,11,NOTA,None of the Above,3604,5,3609,1.47
54,KISHANGANJ,1,ASRAF ALAM,Aam Aadmi Party,1108,3,1111,0.49
54,KISHANGANJ,2,MD. QAMRUL HODA,Indian National Congress,89325,344,89669,39.49
54,KISHANGANJ,3,PRADEEP RAVIDAS,Bahujan Samaj Party,1365,4,1369,0.6
54,KISHANGANJ,4,SWEETY SINGH,Bharatiya Janata Party,76667,208,76875,33.86
54,KISHANGANJ,5,MD. ISHAQUE ALAM,Jan Suraaj Party,1900,4,1904,0.84
54,KISHANGANJ,6,MD TARIQ ANWAR,Janshakti Janta Dal,749,0,749,0.33
54,KISHANGANJ,7,SHAMS AGHAZ,All India Majlis-E-Ittehadul Muslimeen,51301,69,51370,22.63
54,KISHANGANJ,8,ABDUR RAHMAN,Independent,925,1,926,0.41
54,KISHANGANJ,9,PERWEZ ALAM,Independent,665,0,665,0.29
54,KISHANGANJ,10,MD WASIM,Independent,906,0,906,0.4
54,KISHANGANJ,11,NOTA,None of the Above,1493,5,1498,0.66
55,KOCHADHAMAN,1,BINA DEVI,Bharatiya Janata Party,44765,93,44858,23.2
55,KOCHADHAMAN,2,MUJAHID ALAM,Rashtriya Janata Dal,58431,408,58839,30.44
55,KOCHADHAMAN,3,RAJESH KUMAR BAITHA,Bahujan Samaj Party,1565,0,1565,0.81
55,KOCHADHAMAN,4,ABU AFFAN FAROOQUEE,Jan Suraaj Party,1969,7,1976,1.02
55,KOCHADHAMAN,5,MD. SARWAR ALAM,All India Majlis-E-Ittehadul Muslimeen,81678,182,81860,42.34
55,KOCHADHAMAN,6,MD. SHAMSUL HAQUE,Independent,2187,1,2188,1.13
55,KOCHADHAMAN,7,NOTA,None of the Above,2039,0,2039,1.05
56,AMOUR,1,ABDUL JALIL MASTAN,Indian National Congress,52685,106,52791,22.77
56,AMOUR,2,MD MUNTAZIR ALAM,Aam Aadmi Party,2310,0,2310,1.0
56,AMOUR,3,LAKSHMI KUMARI,Bahujan Samaj Party,791,0,791,0.34
56,AMOUR,4,SABA ZAFAR,Janata Dal (United),61813,95,61908,26.71
56,AMOUR,5,AKHTARUL IMAN,All India Majlis-E-Ittehadul Muslimeen,100756,80,100836,43.5
56,AMOUR,6,AFAROJ,Jan Suraaj Party,3797,5,3802,1.64
56,AMOUR,7,MOHD PARVEJ ALAM,Independent,4585,0,4585,1.98
56,AMOUR,8,MAHFOOZ ALAM,Independent,783,0,783,0.34
56,AMOUR,9,LOGEN LAL DAS,Independent,815,0,815,0.35
56,AMOUR,10,NOTA,None of the Above,3187,0,3187,1.37
57,BAISI,1,ABDUS SUBAHAN,Rashtriya Janata Dal,55863,137,56000,24.97
57,BAISI,2,RABINDRA KUMAR SINGH,Bahujan Samaj Party,1025,0,1025,0.46
57,BAISI,3,VINOD KUMAR,Bharatiya Janata Party,65458,57,65515,29.22
57,BAISI,4,GHULAM SARWAR,All India Majlis-E-Ittehadul Muslimeen,92709,57,92766,41.37
57,BAISI,5,MOHAMMAD MUZAMMIL,Peace Party,2444,0,2444,1.09
57,BAISI,6,MD SHAHNAWAZ ALAM,Jan Suraaj Party,2384,5,2389,1.07
57,BAISI,7,NASAR AHMAD,Independent,1030,1,1031,0.46
57,BAISI,8,NOTA,None of the Above,3074,0,3074,1.37
58,KASBA,1,MD. IRFAN ALAM,Indian National Congress,73856,146,74002,31.36
58,KASBA,2,NITESH KUMAR SINGH,Lok Janshakti Party (Ram Vilas),86819,58,86877,36.81
58,KASBA,3,BHANU BHARATIYA,Aam Aadmi Party,1092,2,1094,0.46
58,KASBA,4,SANOJ KUMAR CHAUHAN,Bahujan Samaj Party,414,1,415,0.18
58,KASBA,5,MD. ITTEFAQUE ALAM,Jan Suraaj Party,3421,9,3430,1.45
58,KASBA,6,KANHAIYA LAL MANDAL,Peoples Party of India (Democratic),452,0,452,0.19
58,KASBA,7,MUZAMMIL HASAN MAZHARI,Social Democratic Party Of India,1229,0,1229,0.52
58,KASBA,8,MD SHAHNAWAZ ALAM,All India Majlis-E-Ittehadul Muslimeen,35286,23,35309,14.96
58,KASBA,9,MD. AFAQUE ALAM,Independent,6005,39,6044,2.56
58,KASBA,10,PRADEEP KUMAR DAS,Independent,11151,61,11212,4.75
58,KASBA,11,RAJENDRA YADAV,Independent,2668,7,2675,1.13
58,KASBA,12,SUBODH RISHIDEV,Independent,6672,2,6674,2.83
58,KASBA,13,HAYAT ASHRAF,Independent,2546,0,2546,1.08
58,KASBA,14,NOTA,None of the Above,4048,2,4050,1.72
59,BANMANKHI,1,KRISHNA KUMAR RISHI,Bharatiya Janata Party,122373,121,122494,57.26
59,BANMANKHI,2,DEO NARAYAN RAJAK,Indian National Congress,77053,145,77198,36.09
59,BANMANKHI,3,SUBODH PASWAN,Bahujan Samaj Party,2124,4,2128,0.99
59,BANMANKHI,4,ASHA DEVI,Suheldev Bharatiya Samaj Party,1181,0,1181,0.55
59,BANMANKHI,5,MANOJ KUMAR RISHI,Jan Suraaj Party,6656,20,6676,3.12
59,BANMANKHI,6,NOTA,None of the Above,4253,2,4255,1.99
60,RUPAULI,1,KALADHAR PRASAD MANDAL,Janata Dal (United),124714,112,124826,55.45
60,RUPAULI,2,JAINENDRA KUMAR,Bahujan Samaj Party,1102,3,1105,0.49
60,RUPAULI,3,BIMA BHARTI,Rashtriya Janata Dal,51176,78,51254,22.77
60,RUPAULI,4,VIKASH KUMAR MANDAL,Aam Aadmi Party,1310,0,1310,0.58
60,RUPAULI,5,AWADH KISHOR SHARMA,Rashtriya Samaj Paksha,606,1,607,0.27
60,RUPAULI,6,AMOD KUMAR,Jan Suraaj Party,3036,12,3048,1.35
60,RUPAULI,7,PRAMOD KUMAR MANDAL,Republican Party of India (A),546,0,546,0.24
60,RUPAULI,8,MOHAMMAD NAFIS MANSURI,The National Road Map Party of India,427,0,427,0.19
60,RUPAULI,9,RAJEEV KUMAR,Rashtriya Jansambhavna Party,352,1,353,0.16
60,RUPAULI,10,ASHOK MANDAL,Independent,355,0,355,0.16
60,RUPAULI,11,MD. GULJAR,Independent,475,0,475,0.21
60,RUPAULI,12,NITYA MANDAL,Independent,575,0,575,0.26
60,RUPAULI,13,NEELAM DEVI,Independent,1251,0,1251,0.56
60,RUPAULI,14,SHANKAR RAM,Independent,3115,0,3115,1.38
60,RUPAULI,15,SHANKAR SINGH,Independent,29932,54,29986,13.32
60,RUPAULI,16,NOTA,None of the Above,5862,0,5862,2.6
